misra1,misra2,poet
نہ آئی سطوت قاتل بھی مانع میرے نالوں کو ,لیا دانتوں میں جو تنکا ہوا ریشہ نیستاں کا ,Mirza Ghalib
دکھاؤں گا تماشا دی اگر فرصت زمانے نے ,مرا ہر داغ دل اک تخم ہے سرو چراغاں کا ,Mirza Ghalib
کیا آئینہ خانے کا وہ نقشہ تیرے جلوے نے ,کرے جو پرتو خورشید عالم شبنمستاں کا ,Mirza Ghalib
مری تعمیر میں مضمر ہے اک صورت خرابی کی ,ہیولیٰ برق خرمن کا ہے خون گرم دہقاں کا ,Mirza Ghalib
اگا ہے گھر میں ہر سو سبزہ ویرانی تماشا کر ,مدار اب کھودنے پر گھاس کے ہے میرے درباں کا ,Mirza Ghalib
خموشی میں نہاں خوں گشتہ لاکھوں آرزوئیں ہیں ,چراغ مردہ ہوں میں بے زباں گور غریباں کا ,Mirza Ghalib
ہنوز اک پرتو نقش خیال یار باقی ہے ,دل افسردہ گویا حجرہ ہے یوسف کے زنداں کا ,Mirza Ghalib
بغل میں غیر کی آج آپ سوتے ہیں کہیں ورنہ ,سبب کیا خواب میں آ کر تبسم ہائے پنہاں کا ,Mirza Ghalib
نہیں معلوم کس کس کا لہو پانی ہوا ہوگا ,قیامت ہے سرشک آلودہ ہونا تیری مژگاں کا ,Mirza Ghalib
نظر میں ہے ہماری جادۂ راہ فنا غالبؔ ,کہ یہ شیرازہ ہے عالم کے اجزائے پریشاں کا ,Mirza Ghalib
واں پہنچ کر جو غش آتا پئے ہم ہے ہم کو ,صد رہ آہنگ زمیں بوس قدم ہے ہم کو ,Mirza Ghalib
دل کو میں اور مجھے دل محو وفا رکھتا ہے ,کس قدر ذوق گرفتاری ہم ہے ہم کو ,Mirza Ghalib
ضعف سے نقش پئے مور ہے طوق گردن ,ترے کوچے سے کہاں طاقت رم ہے ہم کو ,Mirza Ghalib
جان کر کیجے تغافل کہ کچھ امید بھی ہو ,یہ نگاہ غلط انداز تو سم ہے ہم کو ,Mirza Ghalib
رشک ہم طرحی و درد اثر بانگ حزیں ,نالۂ مرغ سحر تیغ دو دم ہے ہم کو ,Mirza Ghalib
سر اڑانے کے جو وعدے کو مکرر چاہا ,ہنس کے بولے کہ ترے سر کی قسم ہے ہم کو ,Mirza Ghalib
دل کے خوں کرنے کی کیا وجہ ولیکن ناچار ,پاس بے رونقی دیدہ اہم ہے ہم کو ,Mirza Ghalib
تم وہ نازک کہ خموشی کو فغاں کہتے ہو ,ہم وہ عاجز کہ تغافل بھی ستم ہے ہم کو ,Mirza Ghalib
لکھنؤ آنے کا باعث نہیں کھلتا یعنی ,ہوس سیر و تماشا سو وہ کم ہے ہم کو ,Mirza Ghalib
مقطع سلسلۂ شوق نہیں ہے یہ شہر ,عزم سیر نجف و طوف حرم ہے ہم کو ,Mirza Ghalib
لیے جاتی ہے کہیں ایک توقع غالبؔ ,جادۂ رہ کشش کاف کرم ہے ہم کو ,Mirza Ghalib
ابر روتا ہے کہ بزم طرب آمادہ کرو ,برق ہنستی ہے کہ فرصت کوئی دم ہے ہم کو ,Mirza Ghalib
طاقت رنج سفر بھی نہیں پاتے اتنی ,ہجر یاراں وطن کا بھی الم ہے ہم کو ,Mirza Ghalib
لائی ہے معتمد الدولہ بہادر کی امید ,جادۂ رہ کشش کاف کرم ہے ہم کو ,Mirza Ghalib
ہوس کو ہے نشاط کار کیا کیا ,نہ ہو مرنا تو جینے کا مزا کیا ,Mirza Ghalib
تجاہل پیشگی سے مدعا کیا ,کہاں تک اے سراپا ناز کیا کیا ,Mirza Ghalib
نوازش ہائے بے جا دیکھتا ہوں ,شکایت ہائے رنگیں کا گلہ کیا ,Mirza Ghalib
نگاہ بے محابا چاہتا ہوں ,تغافل ہائے تمکیں آزما کیا ,Mirza Ghalib
فروغ شعلۂ خس یک نفس ہے ,ہوس کو پاس ناموس وفا کیا ,Mirza Ghalib
نفس موج محیط بے خودی ہے ,تغافل ہائے ساقی کا گلہ کیا ,Mirza Ghalib
دماغ عطر پیراہن نہیں ہے ,غم آوارگی ہائے صبا کیا ,Mirza Ghalib
دل ہر قطرہ ہے ساز انا البحر ,ہم اس کے ہیں ہمارا پوچھنا کیا ,Mirza Ghalib
محابا کیا ہے میں ضامن ادھر دیکھ ,شہیدان نگہ کا خوں بہا کیا ,Mirza Ghalib
سن اے غارت گر جنس وفا سن ,شکست شیشۂ دل کی صدا کیا ,Mirza Ghalib
کیا کس نے جگر داری کا دعویٰ ,شکیب خاطر عاشق بھلا کیا ,Mirza Ghalib
یہ قاتل وعدۂ صبر آزما کیوں ,یہ کافر فتنۂ طاقت ربا کیا ,Mirza Ghalib
بلائے جاں ہے غالبؔ اس کی ہر بات ,عبارت کیا اشارت کیا ادا کیا ,Mirza Ghalib
آبرو کیا خاک اس گل کی کہ گلشن میں نہیں ,ہے گریباں ننگ پیراہن جو دامن میں نہیں ,Mirza Ghalib
ضعف سے اے گریہ کچھ باقی مرے تن میں نہیں ,رنگ ہو کر اڑ گیا جو خوں کہ دامن میں نہیں ,Mirza Ghalib
ہو گئے ہیں جمع اجزائے نگاہ آفتاب ,ذرے اس کے گھر کی دیواروں کے روزن میں نہیں ,Mirza Ghalib
کیا کہوں تاریکی زندان غم اندھیر ہے ,پنبہ نور صبح سے کم جس کے روزن میں نہیں ,Mirza Ghalib
رونق ہستی ہے عشق خانہ ویراں ساز سے ,انجمن بے شمع ہے گر برق خرمن میں نہیں ,Mirza Ghalib
زخم سلوانے سے مجھ پر چارہ جوئی کا ہے طعن ,غیر سمجھا ہے کہ لذت زخم سوزن میں نہیں ,Mirza Ghalib
بسکہ ہیں ہم اک بہار ناز کے مارے ہوئے ,جلوۂ گل کے سوا گرد اپنے مدفن میں نہیں ,Mirza Ghalib
قطرہ قطرہ اک ہیولیٰ ہے نئے ناسور کا ,خوں بھی ذوق درد سے فارغ مرے تن میں نہیں ,Mirza Ghalib
لے گئی ساقی کی نخوت قلزم آشامی مری ,موج مے کی آج رگ مینا کی گردن میں نہیں ,Mirza Ghalib
ہو فشار ضعف میں کیا ناتوانی کی نمود ,قد کے جھکنے کی بھی گنجائش مرے تن میں نہیں ,Mirza Ghalib
تھی وطن میں شان کیا غالبؔ کہ ہو غربت میں قدر ,بے تکلف ہوں وہ مشت خس کہ گلخن میں نہیں ,Mirza Ghalib
کب وہ سنتا ہے کہانی میری ,اور پھر وہ بھی زبانی میری ,Mirza Ghalib
خلش غمزۂ خوں ریز نہ پوچھ ,دیکھ خونابہ فشانی میری ,Mirza Ghalib
کیا بیاں کر کے مرا روئیں گے یار ,مگر آشفتہ بیانی میری ,Mirza Ghalib
ہوں زخود رفتۂ بیدائے خیال ,بھول جانا ہے نشانی میری ,Mirza Ghalib
متقابل ہے مقابل میرا ,رک گیا دیکھ روانی میری ,Mirza Ghalib
قدر سنگ سر رہ رکھتا ہوں ,سخت ارزاں ہے گرانی میری ,Mirza Ghalib
گرد باد رہ بیتابی ہوں ,صرصر شوق ہے بانی میری ,Mirza Ghalib
دہن اس کا جو نہ معلوم ہوا ,کھل گئی ہیچ مدانی میری ,Mirza Ghalib
کر دیا ضعف نے عاجز غالبؔ ,ننگ پیری ہے جوانی میری ,Mirza Ghalib
سادگی پر اس کی مر جانے کی حسرت دل میں ہے ,بس نہیں چلتا کہ پھر خنجر کف قاتل میں ہے ,Mirza Ghalib
دیکھنا تقریر کی لذت کہ جو اس نے کہا ,میں نے یہ جانا کہ گویا یہ بھی میرے دل میں ہے ,Mirza Ghalib
گرچہ ہے کس کس برائی سے ولے باایں ہمہ ,ذکر میرا مجھ سے بہتر ہے کہ اس محفل میں ہے ,Mirza Ghalib
بس ہجوم ناامیدی خاک میں مل جائے گی ,یہ جو اک لذت ہماری سعیٔ بے حاصل میں ہے ,Mirza Ghalib
رنج رہ کیوں کھینچیے واماندگی کو عشق ہے ,اٹھ نہیں سکتا ہمارا جو قدم منزل میں ہے ,Mirza Ghalib
جلوہ زار آتش دوزخ ہمارا دل سہی ,فتنۂ شور قیامت کس کے آب و گل میں ہے ,Mirza Ghalib
ہے دل شوریدۂ غالبؔ طلسم پیچ و تاب ,رحم کر اپنی تمنا پر کہ کس مشکل میں ہے ,Mirza Ghalib
ظلمت کدے میں میرے شب غم کا جوش ہے ,اک شمع ہے دلیل سحر سو خموش ہے ,Mirza Ghalib
نے مژدۂ وصال نہ نظارہ جمال ,مدت ہوئی کہ آشتی چشم و گوش ہے ,Mirza Ghalib
مے نے کیا ہے حسن خود آرا کو بے حجاب ,اے شوق! ہاں اجازت تسلیم ہوش ہے ,Mirza Ghalib
گوہر کو عقد گردن خوباں میں دیکھنا ,کیا اوج پر ستارۂ گوہر فروش ہے ,Mirza Ghalib
دیدار بادہ حوصلہ ساقی نگاہ مست ,بزم خیال مے کدۂ بے خروش ہے ,Mirza Ghalib
اے تازہ واردان بساط ہوائے دل ,زنہار اگر تمہیں ہوس نائے و نوش ہے ,Mirza Ghalib
دیکھو مجھے جو دیدۂ عبرت نگاہ ہو ,میری سنو جو گوش نصیحت نیوش ہے ,Mirza Ghalib
ساقی بہ جلوہ دشمن ایمان و آگہی ,مطرب بہ نغمہ رہزن تمکین و ہوش ہے ,Mirza Ghalib
یا شب کو دیکھتے تھے کہ ہر گوشۂ بساط ,دامان باغبان و کف گل فروش ہے ,Mirza Ghalib
لطف خرام ساقی و ذوق صدائے چنگ ,یہ جنت نگاہ وہ فردوس گوش ہے ,Mirza Ghalib
یا صبح دم جو دیکھیے آ کر تو بزم میں ,نے وہ سرور و سوز نہ جوش و خروش ہے ,Mirza Ghalib
داغ فراق صحبت شب کی جلی ہوئی ,اک شمع رہ گئی ہے سو وہ بھی خموش ہے ,Mirza Ghalib
آتے ہیں غیب سے یہ مضامیں خیال میں ,غالبؔ صریر خامہ نوائے سروش ہے ,Mirza Ghalib
لو ہم مریض عشق کے بیمار دار ہیں ,اچھا اگر نہ ہو تو مسیحا کا کیا علاج ,Mirza Ghalib
مند گئیں کھولتے ہی کھولتے آنکھیں غالبؔ ,یار لائے مری بالیں پہ اسے پر کس وقت ,Mirza Ghalib
واں اس کو ہول دل ہے تو یاں میں ہوں شرم سار ,یعنی یہ میری آہ کی تاثیر سے نہ ہو ,Mirza Ghalib
اپنے کو دیکھتا نہیں ذوق ستم کو دیکھ ,آئینہ تاکہ دیدۂ نخچیر سے نہ ہو ,Mirza Ghalib
مجھ کو دیار غیر میں مارا وطن سے دور ,رکھ لی مرے خدا نے مری بیکسی کی شرم ,Mirza Ghalib
وہ حلقہ ‌ہاۓ زلف کمیں میں ہیں یا خدا ,رکھ لیجو میرے دعوی وارستگی کی شرم ,Mirza Ghalib
پینس میں گزرتے ہیں جو کوچے سے وہ میرے ,کندھا بھی کہاروں کو بدلنے نہیں دیتے ,Mirza Ghalib
گھر میں تھا کیا کہ ترا غم اسے غارت کرتا ,وہ جو رکھتے تھے ہم اک حسرت تعمیر سو ہے ,Mirza Ghalib
جس بزم میں تو ناز سے گفتار میں آوے ,جاں کالبد صورت دیوار میں آوے ,Mirza Ghalib
سایہ کی طرح ساتھ پھریں سرو و صنوبر ,تو اس قد دل کش سے جو گلزار میں آوے ,Mirza Ghalib
تب ناز گراں مایگی اشک بجا ہے ,جب لخت جگر دیدۂ خوں بار میں آوے ,Mirza Ghalib
دے مجھ کو شکایت کی اجازت کہ ستم گر ,کچھ تجھ کو مزا بھی مرے آزار میں آوے ,Mirza Ghalib
اس چشم فسوں گر کا اگر پائے اشارہ ,طوطی کی طرح آئنہ گفتار میں آوے ,Mirza Ghalib
کانٹوں کی زباں سوکھ گئی پیاس سے یا رب ,اک آبلہ پا وادیٔ پر خار میں آوے ,Mirza Ghalib
مر جاؤں نہ کیوں رشک سے جب وہ تن نازک ,آغوش خم حلقۂ زنار میں آوے ,Mirza Ghalib
غارت گر ناموس نہ ہو گر ہوس زر ,کیوں شاہد گل باغ سے بازار میں آوے ,Mirza Ghalib
تب چاک گریباں کا مزا ہے دل نالاں ,جب اک نفس الجھا ہوا ہر تار میں آوے ,Mirza Ghalib
آتش کدہ ہے سینہ مرا راز نہاں سے ,اے واے اگر معرض اظہار میں آوے ,Mirza Ghalib
گنجینۂ معنی کا طلسم اس کو سمجھیے ,جو لفظ کہ غالبؔ مرے اشعار میں آوے ,Mirza Ghalib
کیوں جل گیا نہ تاب رخ یار دیکھ کر ,جلتا ہوں اپنی طاقت دیدار دیکھ کر ,Mirza Ghalib
آتش پرست کہتے ہیں اہل جہاں مجھے ,سرگرم نالہ ہائے شرربار دیکھ کر ,Mirza Ghalib
کیا آبروئے عشق جہاں عام ہو جفا ,رکتا ہوں تم کو بے سبب آزار دیکھ کر ,Mirza Ghalib
آتا ہے میرے قتل کو پر جوش رشک سے ,مرتا ہوں اس کے ہاتھ میں تلوار دیکھ کر ,Mirza Ghalib
ثابت ہوا ہے گردن مینا پہ خون خلق ,لرزے ہے موج مے تری رفتار دیکھ کر ,Mirza Ghalib
واحسرتا کہ یار نے کھینچا ستم سے ہاتھ ,ہم کو حریص لذت آزار دیکھ کر ,Mirza Ghalib
بک جاتے ہیں ہم آپ متاع سخن کے ساتھ ,لیکن عیار طبع خریدار دیکھ کر ,Mirza Ghalib
زنار باندھ سبحۂ صد دانہ توڑ ڈال ,رہ رو چلے ہے راہ کو ہموار دیکھ کر ,Mirza Ghalib
ان آبلوں سے پاؤں کے گھبرا گیا تھا میں ,جی خوش ہوا ہے راہ کو پر خار دیکھ کر ,Mirza Ghalib
کیا بد گماں ہے مجھ سے کہ آئینے میں مرے ,طوطی کا عکس سمجھے ہے زنگار دیکھ کر ,Mirza Ghalib
گرنی تھی ہم پہ برق تجلی نہ طور پر ,دیتے ہیں بادہ ظرف قدح خوار دیکھ کر ,Mirza Ghalib
سر پھوڑنا وہ غالبؔ شوریدہ حال کا ,یاد آ گیا مجھے تری دیوار دیکھ کر ,Mirza Ghalib
دل سے تری نگاہ جگر تک اتر گئی ,دونوں کو اک ادا میں رضامند کر گئی ,Mirza Ghalib
شق ہو گیا ہے سینہ خوشا لذت فراغ ,تکلیف پردہ داری زخم جگر گئی ,Mirza Ghalib
وہ بادۂ شبانہ کی سرمستیاں کہاں ,اٹھیے بس اب کہ لذت خواب سحر گئی ,Mirza Ghalib
اڑتی پھرے ہے خاک مری کوئے یار میں ,بارے اب اے ہوا ہوس بال و پر گئی ,Mirza Ghalib
دیکھو تو دل فریبی انداز نقش پا ,موج خرام یار بھی کیا گل کتر گئی ,Mirza Ghalib
ہر بوالہوس نے حسن پرستی شعار کی ,اب آبروئے شیوۂ اہل نظر گئی ,Mirza Ghalib
نظارہ نے بھی کام کیا واں نقاب کا ,مستی سے ہر نگہ ترے رخ پر بکھر گئی ,Mirza Ghalib
فردا و دی کا تفرقہ یک بار مٹ گیا ,کل تم گئے کہ ہم پہ قیامت گزر گئی ,Mirza Ghalib
مارا زمانہ نے اسداللہ خاں تمہیں ,وہ ولولے کہاں وہ جوانی کدھر گئی ,Mirza Ghalib
یہ ہم جو ہجر میں دیوار و در کو دیکھتے ہیں ,کبھی صبا کو کبھی نامہ بر کو دیکھتے ہیں ,Mirza Ghalib
وہ آئے گھر میں ہمارے خدا کی قدرت ہے ,کبھی ہم ان کو کبھی اپنے گھر کو دیکھتے ہیں ,Mirza Ghalib
نظر لگے نہ کہیں اس کے دست و بازو کو ,یہ لوگ کیوں مرے زخم جگر کو دیکھتے ہیں ,Mirza Ghalib
ترے جواہر طرف کلہ کو کیا دیکھیں ,ہم اوج طالع لعل و گہر کو دیکھتے ہیں ,Mirza Ghalib
مہرباں ہو کے بلا لو مجھے چاہو جس وقت ,میں گیا وقت نہیں ہوں کہ پھر آ بھی نہ سکوں ,Mirza Ghalib
ضعف میں طعنہ اغیار کا شکوہ کیا ہے ,بات کچھ سر تو نہیں ہے کہ اٹھا بھی نہ سکوں ,Mirza Ghalib
زہر ملتا ہی نہیں مجھ کو ستم گر ورنہ ,کیا قسم ہے ترے ملنے کی کہ کھا بھی نہ سکوں ,Mirza Ghalib
